Station_ID,MonDate,Salinity,Water_Level,Water_Temperature,GEOID
"CRMS5035-H01","8/2/2016 10:00:00 AM","0.14","1.14","30.21","GEOID12A  "
"CRMS5035-H01","8/2/2016 11:00:00 AM","0.14","1.03","30.38","GEOID12A  "
"CRMS5035-H01","8/2/2016 12:00:00 PM","0.14","1.15","30.73","GEOID12A  "
"CRMS5035-H01","8/2/2016 1:00:00 PM","0.14","1.13","30.81","GEOID12A  "
"CRMS5035-H01","8/2/2016 2:00:00 PM","0.14","1.14","30.81","GEOID12A  "
"CRMS5035-H01","8/2/2016 3:00:00 PM","0.14","1.16","30.87","GEOID12A  "
"CRMS5035-H01","8/2/2016 4:00:00 PM","0.14","1.24","30.89","GEOID12A  "
"CRMS5035-H01","8/2/2016 5:00:00 PM","0.14","1.2","30.97","GEOID12A  "
"CRMS5035-H01","8/2/2016 6:00:00 PM","0.14","1.19","30.95","GEOID12A  "
"CRMS5035-H01","8/2/2016 7:00:00 PM","0.14","1.15","30.95","GEOID12A  "
"CRMS5035-H01","8/2/2016 8:00:00 PM","0.14","1.14","30.94","GEOID12A  "
"CRMS5035-H01","8/2/2016 9:00:00 PM","0.14","1.08","30.86","GEOID12A  "
"CRMS5035-H01","8/2/2016 10:00:00 PM","0.14","1.04","30.91","GEOID12A  "
"CRMS5035-H01","8/2/2016 11:00:00 PM","0.15","0.99","30.86","GEOID12A  "
"CRMS5035-H01","8/3/2016 12:00:00 AM","0.15","1","30.86","GEOID12A  "
"CRMS5035-H01","8/3/2016 1:00:00 AM","0.15","0.96","30.82","GEOID12A  "
"CRMS5035-H01","8/3/2016 2:00:00 AM","0.15","0.93","30.81","GEOID12A  "
"CRMS5035-H01","8/3/2016 3:00:00 AM","0.15","0.96","30.78","GEOID12A  "
"CRMS5035-H01","8/3/2016 4:00:00 AM","0.14","1.02","30.73","GEOID12A  "
"CRMS5035-H01","8/3/2016 5:00:00 AM","0.14","1.23","30.64","GEOID12A  "
"CRMS5035-H01","8/3/2016 6:00:00 AM","0.14","1.15","30.51","GEOID12A  "
"CRMS5035-H01","8/3/2016 7:00:00 AM","0.14","1.16","30.31","GEOID12A  "
"CRMS5035-H01","8/3/2016 8:00:00 AM","0.15","1.3","30.16","GEOID12A  "
"CRMS5035-H01","8/3/2016 9:00:00 AM","0.15","1.2","29.93","GEOID12A  "
"CRMS5035-H01","8/3/2016 10:00:00 AM","0.15","1.27","29.89","GEOID12A  "
"CRMS5035-H01","8/3/2016 11:00:00 AM","0.15","1.16","30.1","GEOID12A  "
"CRMS5035-H01","8/3/2016 12:00:00 PM","0.15","1.22","30.01","GEOID12A  "
"CRMS5035-H01","8/3/2016 1:00:00 PM","0.15","1.17","30.09","GEOID12A  "
"CRMS5035-H01","8/3/2016 2:00:00 PM","0.16","1.17","30.25","GEOID12A  "
"CRMS5035-H01","8/3/2016 3:00:00 PM","0.16","1.16","30.63","GEOID12A  "
"CRMS5035-H01","8/3/2016 4:00:00 PM","0.16","1.22","30.73","GEOID12A  "
"CRMS5035-H01","8/3/2016 5:00:00 PM","0.16","1.15","30.78","GEOID12A  "
"CRMS5035-H01","8/3/2016 6:00:00 PM","0.17","1.15","30.78","GEOID12A  "
"CRMS5035-H01","8/3/2016 7:00:00 PM","0.17","1.22","30.71","GEOID12A  "
"CRMS5035-H01","8/3/2016 8:00:00 PM","0.17","1.18","30.61","GEOID12A  "
"CRMS5035-H01","8/3/2016 9:00:00 PM","0.17","1.17","30.58","GEOID12A  "
"CRMS5035-H01","8/3/2016 10:00:00 PM","0.17","1.17","30.51","GEOID12A  "
"CRMS5035-H01","8/3/2016 11:00:00 PM","0.17","1.1","30.56","GEOID12A  "
"CRMS5035-H01","8/4/2016 12:00:00 AM","0.17","1.03","30.6","GEOID12A  "
"CRMS5035-H01","8/4/2016 1:00:00 AM","0.16","1.04","30.66","GEOID12A  "
"CRMS5035-H01","8/4/2016 2:00:00 AM","0.17","1.02","30.73","GEOID12A  "
"CRMS5035-H01","8/4/2016 3:00:00 AM","0.17","1.03","30.72","GEOID12A  "
"CRMS5035-H01","8/4/2016 4:00:00 AM","0.17","1.07","30.68","GEOID12A  "
"CRMS5035-H01","8/4/2016 5:00:00 AM","0.17","1.12","30.51","GEOID12A  "
"CRMS5035-H01","8/4/2016 6:00:00 AM","0.17","1.2","30.42","GEOID12A  "
"CRMS5035-H01","8/4/2016 7:00:00 AM","0.17","1.23","30.19","GEOID12A  "
"CRMS5035-H01","8/4/2016 8:00:00 AM","0.17","1.22","30.07","GEOID12A  "
"CRMS5035-H01","8/4/2016 9:00:00 AM","0.16","1.28","30.11","GEOID12A  "
"CRMS5035-H01","8/4/2016 10:00:00 AM","0.16","1.19","30.36","GEOID12A  "
"CRMS5035-H01","8/4/2016 11:00:00 AM","0.16","1.24","30.68","GEOID12A  "
"CRMS5035-H01","8/4/2016 12:00:00 PM","0.16","1.18","30.86","GEOID12A  "
"CRMS5035-H01","8/4/2016 1:00:00 PM","0.15","1.2","31.11","GEOID12A  "
"CRMS5035-H01","8/4/2016 2:00:00 PM","0.15","1.22","31.37","GEOID12A  "
"CRMS5035-H01","8/4/2016 3:00:00 PM","0.15","1.21","31.48","GEOID12A  "
"CRMS5035-H01","8/4/2016 4:00:00 PM","0.15","1.28","31.55","GEOID12A  "
"CRMS5035-H01","8/4/2016 5:00:00 PM","0.16","1.26","31.54","GEOID12A  "
"CRMS5035-H01","8/4/2016 6:00:00 PM","0.16","1.24","31.39","GEOID12A  "
"CRMS5035-H01","8/4/2016 7:00:00 PM","0.16","1.31","31.35","GEOID12A  "
"CRMS5035-H01","8/4/2016 8:00:00 PM","0.16","1.26","31.22","GEOID12A  "
"CRMS5035-H01","8/4/2016 9:00:00 PM","0.16","1.3","31.33","GEOID12A  "
"CRMS5035-H01","8/4/2016 10:00:00 PM","0.16","1.25","31.26","GEOID12A  "
"CRMS5035-H01","8/4/2016 11:00:00 PM","0.16","1.21","31.08","GEOID12A  "
"CRMS5035-H01","8/5/2016 12:00:00 AM","0.17","1.19","30.84","GEOID12A  "
"CRMS5035-H01","8/5/2016 1:00:00 AM","0.18","1.13","30.88","GEOID12A  "
"CRMS5035-H01","8/5/2016 2:00:00 AM","0.18","1.12","30.91","GEOID12A  "
"CRMS5035-H01","8/5/2016 3:00:00 AM","0.18","1.11","30.89","GEOID12A  "
"CRMS5035-H01","8/5/2016 4:00:00 AM","0.19","1.14","30.8","GEOID12A  "
"CRMS5035-H01","8/5/2016 5:00:00 AM","0.18","0.98","30.71","GEOID12A  "
"CRMS5035-H01","8/5/2016 6:00:00 AM","0.18","1.2","30.55","GEOID12A  "
"CRMS5035-H01","8/5/2016 7:00:00 AM","0.18","1.28","30.37","GEOID12A  "
"CRMS5035-H01","8/5/2016 8:00:00 AM","0.18","1.3","30.33","GEOID12A  "
"CRMS5035-H01","8/5/2016 9:00:00 AM","0.18","1.35","30.41","GEOID12A  "
"CRMS5035-H01","8/5/2016 10:00:00 AM","0.18","1.34","30.63","GEOID12A  "
"CRMS5035-H01","8/5/2016 11:00:00 AM","0.18","1.3","30.66","GEOID12A  "
"CRMS5035-H01","8/5/2016 12:00:00 PM","0.18","1.25","30.82","GEOID12A  "
"CRMS5035-H01","8/5/2016 1:00:00 PM","0.18","1.31","30.85","GEOID12A  "
"CRMS5035-H01","8/5/2016 2:00:00 PM","0.17","1.26","30.9","GEOID12A  "
"CRMS5035-H01","8/5/2016 3:00:00 PM","0.18","1.27","30.92","GEOID12A  "
"CRMS5035-H01","8/5/2016 4:00:00 PM","0.18","1.32","30.89","GEOID12A  "
"CRMS5035-H01","8/5/2016 5:00:00 PM","0.18","1.3","30.9","GEOID12A  "
"CRMS5035-H01","8/5/2016 6:00:00 PM","0.18","1.33","30.85","GEOID12A  "
"CRMS5035-H01","8/5/2016 7:00:00 PM","0.18","1.29","30.89","GEOID12A  "
"CRMS5035-H01","8/5/2016 8:00:00 PM","0.18","1.28","30.76","GEOID12A  "
"CRMS5035-H01","8/5/2016 9:00:00 PM","0.18","1.28","30.73","GEOID12A  "
"CRMS5035-H01","8/5/2016 10:00:00 PM","0.18","1.27","30.77","GEOID12A  "
"CRMS5035-H01","8/5/2016 11:00:00 PM","0.18","1.23","30.74","GEOID12A  "
"CRMS5035-H01","8/6/2016 12:00:00 AM","0.18","1.2","30.69","GEOID12A  "
"CRMS5035-H01","8/6/2016 1:00:00 AM","0.18","1.14","30.81","GEOID12A  "
"CRMS5035-H01","8/6/2016 2:00:00 AM","0.18","1.18","30.88","GEOID12A  "
"CRMS5035-H01","8/6/2016 3:00:00 AM","0.18","1.14","30.86","GEOID12A  "
"CRMS5035-H01","8/6/2016 4:00:00 AM","0.18","1.15","30.78","GEOID12A  "
"CRMS5035-H01","8/6/2016 5:00:00 AM","0.18","1.18","30.8","GEOID12A  "
"CRMS5035-H01","8/6/2016 6:00:00 AM","0.18","1.26","30.72","GEOID12A  "
"CRMS5035-H01","8/6/2016 7:00:00 AM","0.18","1.28","30.59","GEOID12A  "
"CRMS5035-H01","8/6/2016 8:00:00 AM","0.18","1.26","30.43","GEOID12A  "
"CRMS5035-H01","8/6/2016 9:00:00 AM","0.18","1.3","30.43","GEOID12A  "
"CRMS5035-H01","8/6/2016 10:00:00 AM","0.18","1.29","30.56","GEOID12A  "
"CRMS5035-H01","8/6/2016 11:00:00 AM","0.18","1.28","30.81","GEOID12A  "
"CRMS5035-H01","8/6/2016 12:00:00 PM","0.18","1.24","30.89","GEOID12A  "
"CRMS5035-H01","8/6/2016 1:00:00 PM","0.18","1.32","31.08","GEOID12A  "
"CRMS5035-H01","8/6/2016 2:00:00 PM","0.17","1.13","31.26","GEOID12A  "
"CRMS5035-H01","8/6/2016 3:00:00 PM","0.17","1.2","31.31","GEOID12A  "
"CRMS5035-H01","8/6/2016 4:00:00 PM","0.17","1.16","31.32","GEOID12A  "
"CRMS5035-H01","8/6/2016 5:00:00 PM","0.17","1.2","31.32","GEOID12A  "
"CRMS5035-H01","8/6/2016 6:00:00 PM","0.17","1.19","31.26","GEOID12A  "
"CRMS5035-H01","8/6/2016 7:00:00 PM","0.17","1.15","31.19","GEOID12A  "
"CRMS5035-H01","8/6/2016 8:00:00 PM","0.17","1.2","31.15","GEOID12A  "
"CRMS5035-H01","8/6/2016 9:00:00 PM","0.17","1.16","31.02","GEOID12A  "
"CRMS5035-H01","8/6/2016 10:00:00 PM","0.17","1.11","30.95","GEOID12A  "
"CRMS5035-H01","8/6/2016 11:00:00 PM","0.17","1.19","30.87","GEOID12A  "
"CRMS5035-H01","8/7/2016 12:00:00 AM","0.17","1.13","30.75","GEOID12A  "
"CRMS5035-H01","8/7/2016 1:00:00 AM","0.16","1.05","30.62","GEOID12A  "
"CRMS5035-H01","8/7/2016 2:00:00 AM","0.16","1.1","30.69","GEOID12A  "
"CRMS5035-H01","8/7/2016 3:00:00 AM","0.16","1.03","30.75","GEOID12A  "
"CRMS5035-H01","8/7/2016 4:00:00 AM","0.16","1","30.7","GEOID12A  "
"CRMS5035-H01","8/7/2016 5:00:00 AM","0.16","1.01","30.64","GEOID12A  "
"CRMS5035-H01","8/7/2016 6:00:00 AM","0.16","1.06","30.6","GEOID12A  "
"CRMS5035-H01","8/7/2016 7:00:00 AM","0.16","1.12","30.56","GEOID12A  "
"CRMS5035-H01","8/7/2016 8:00:00 AM","0.16","1.16","30.44","GEOID12A  "
"CRMS5035-H01","8/7/2016 9:00:00 AM","0.16","1.2","30.43","GEOID12A  "
"CRMS5035-H01","8/7/2016 10:00:00 AM","0.16","1.19","30.57","GEOID12A  "
"CRMS5035-H01","8/7/2016 11:00:00 AM","0.16","1.23","30.63","GEOID12A  "
"CRMS5035-H01","8/7/2016 12:00:00 PM","0.16","1.15","30.6","GEOID12A  "
"CRMS5035-H01","8/7/2016 1:00:00 PM","0.15","1.08","30.79","GEOID12A  "
"CRMS5035-H01","8/7/2016 2:00:00 PM","0.14","1.15","30.86","GEOID12A  "
"CRMS5035-H01","8/7/2016 3:00:00 PM","0.14","1.13","30.68","GEOID12A  "
"CRMS5035-H01","8/7/2016 4:00:00 PM","0.14","1.13","30.6","GEOID12A  "
"CRMS5035-H01","8/7/2016 5:00:00 PM","0.14","1.17","30.76","GEOID12A  "
"CRMS5035-H01","8/7/2016 6:00:00 PM","0.14","1.14","30.59","GEOID12A  "
"CRMS5035-H01","8/7/2016 7:00:00 PM","0.14","1.15","30.5","GEOID12A  "
"CRMS5035-H01","8/7/2016 8:00:00 PM","0.14","1.09","30.49","GEOID12A  "
"CRMS5035-H01","8/7/2016 9:00:00 PM","0.14","1.15","30.57","GEOID12A  "
"CRMS5035-H01","8/7/2016 10:00:00 PM","0.14","1.13","30.47","GEOID12A  "
"CRMS5035-H01","8/7/2016 11:00:00 PM","0.14","1.1","30.49","GEOID12A  "
"CRMS5035-H01","8/8/2016 12:00:00 AM","0.14","1.09","30.38","GEOID12A  "
"CRMS5035-H01","8/8/2016 1:00:00 AM","0.14","1.11","30.33","GEOID12A  "
"CRMS5035-H01","8/8/2016 2:00:00 AM","0.14","1.12","30.3","GEOID12A  "
"CRMS5035-H01","8/8/2016 3:00:00 AM","0.13","1.09","30.09","GEOID12A  "
"CRMS5035-H01","8/8/2016 4:00:00 AM","0.13","1.07","30.07","GEOID12A  "
"CRMS5035-H01","8/8/2016 5:00:00 AM","0.13","1.05","30.14","GEOID12A  "
"CRMS5035-H01","8/8/2016 6:00:00 AM","0.13","1.11","30.21","GEOID12A  "
"CRMS5035-H01","8/8/2016 7:00:00 AM","0.13","1.04","30.2","GEOID12A  "
"CRMS5035-H01","8/8/2016 8:00:00 AM","0.14","1.03","30.22","GEOID12A  "
"CRMS5035-H01","8/8/2016 9:00:00 AM","0.14","1.05","30.27","GEOID12A  "
"CRMS5035-H01","8/8/2016 10:00:00 AM","0.15","1.12","30.4","GEOID12A  "
"CRMS5035-H01","8/8/2016 11:00:00 AM","0.15","1.12","30.64","GEOID12A  "
"CRMS5035-H01","8/8/2016 12:00:00 PM","0.16","1.12","30.83","GEOID12A  "
"CRMS5035-H01","8/8/2016 1:00:00 PM","0.16","1.1","30.93","GEOID12A  "
"CRMS5035-H01","8/8/2016 2:00:00 PM","0.16","1.15","31.09","GEOID12A  "
"CRMS5035-H01","8/8/2016 3:00:00 PM","0.15","1.05","31.05","GEOID12A  "
"CRMS5035-H01","8/8/2016 4:00:00 PM","0.15","1.01","31.07","GEOID12A  "
"CRMS5035-H01","8/8/2016 5:00:00 PM","0.15","0.98","31.16","GEOID12A  "
"CRMS5035-H01","8/8/2016 6:00:00 PM","0.15","0.91","31.16","GEOID12A  "
"CRMS5035-H01","8/8/2016 7:00:00 PM","0.15","0.94","31.1","GEOID12A  "
"CRMS5035-H01","8/8/2016 8:00:00 PM","0.15","0.96","31.03","GEOID12A  "
"CRMS5035-H01","8/8/2016 9:00:00 PM","0.15","0.93","30.99","GEOID12A  "
"CRMS5035-H01","8/8/2016 10:00:00 PM","0.15","0.96","30.96","GEOID12A  "
"CRMS5035-H01","8/8/2016 11:00:00 PM","0.15","0.95","30.9","GEOID12A  "
"CRMS5035-H01","8/9/2016 12:00:00 AM","0.15","0.92","30.83","GEOID12A  "
"CRMS5035-H01","8/9/2016 1:00:00 AM","0.15","0.96","30.8","GEOID12A  "
"CRMS5035-H01","8/9/2016 2:00:00 AM","0.15","0.92","30.66","GEOID12A  "
"CRMS5035-H01","8/9/2016 3:00:00 AM","0.15","0.91","30.6","GEOID12A  "
"CRMS5035-H01","8/9/2016 4:00:00 AM","0.15","0.85","30.54","GEOID12A  "
"CRMS5035-H01","8/9/2016 5:00:00 AM","0.15","0.9","30.47","GEOID12A  "
"CRMS5035-H01","8/9/2016 6:00:00 AM","0.15","0.87","30.37","GEOID12A  "
"CRMS5035-H01","8/9/2016 7:00:00 AM","0.15","0.91","30.36","GEOID12A  "
"CRMS5035-H01","8/9/2016 8:00:00 AM","0.15","0.96","30.4","GEOID12A  "
"CRMS5035-H01","8/9/2016 9:00:00 AM","0.15","1.03","30.58","GEOID12A  "
"CRMS5035-H01","8/9/2016 10:00:00 AM","0.15","1.02","30.72","GEOID12A  "
"CRMS5035-H01","8/9/2016 11:00:00 AM","0.15","1","30.68","GEOID12A  "
"CRMS5035-H01","8/9/2016 12:00:00 PM","0.14","1.06","30.89","GEOID12A  "
"CRMS5035-H01","8/9/2016 1:00:00 PM","0.14","1.01","31.19","GEOID12A  "
"CRMS5035-H01","8/9/2016 2:00:00 PM","0.14","0.94","31.53","GEOID12A  "
"CRMS5035-H01","8/9/2016 3:00:00 PM","0.14","0.94","31.64","GEOID12A  "
"CRMS5035-H01","8/9/2016 4:00:00 PM","0.15","0.99","31.64","GEOID12A  "
"CRMS5035-H01","8/9/2016 5:00:00 PM","0.14","0.89","31.55","GEOID12A  "
"CRMS5035-H01","8/9/2016 6:00:00 PM","0.14","0.87","31.46","GEOID12A  "
"CRMS5035-H01","8/9/2016 7:00:00 PM","0.14","0.84","31.45","GEOID12A  "
"CRMS5035-H01","8/9/2016 8:00:00 PM","0.14","0.88","31.44","GEOID12A  "
"CRMS5035-H01","8/9/2016 9:00:00 PM","0.14","0.91","31.4","GEOID12A  "
"CRMS5035-H01","8/9/2016 10:00:00 PM","0.14","0.85","31.31","GEOID12A  "
"CRMS5035-H01","8/9/2016 11:00:00 PM","0.14","0.86","31.25","GEOID12A  "
"CRMS5035-H01","8/10/2016 12:00:00 AM","0.14","0.85","31.18","GEOID12A  "
"CRMS5035-H01","8/10/2016 1:00:00 AM","0.14","0.84","31.08","GEOID12A  "
"CRMS5035-H01","8/10/2016 2:00:00 AM","0.14","0.86","30.97","GEOID12A  "
"CRMS5035-H01","8/10/2016 3:00:00 AM","0.14","0.88","30.89","GEOID12A  "
"CRMS5035-H01","8/10/2016 4:00:00 AM","0.15","0.88","30.81","GEOID12A  "
"CRMS5035-H01","8/10/2016 5:00:00 AM","0.15","0.9","30.7","GEOID12A  "
"CRMS5035-H01","8/10/2016 6:00:00 AM","0.14","0.93","30.54","GEOID12A  "
"CRMS5035-H01","8/10/2016 7:00:00 AM","0.14","0.92","30.53","GEOID12A  "
"CRMS5035-H01","8/10/2016 8:00:00 AM","0.14","0.89","30.52","GEOID12A  "
"CRMS5035-H01","8/10/2016 9:00:00 AM","0.15","0.99","30.68","GEOID12A  "
"CRMS5035-H01","8/10/2016 10:00:00 AM","0.15","0.95","30.79","GEOID12A  "
"CRMS5035-H01","8/10/2016 11:00:00 AM","0.15","0.95","30.83","GEOID12A  "
"CRMS5035-H01","8/10/2016 12:00:00 PM","0.15","1","30.8","GEOID12A  "
"CRMS5035-H01","8/10/2016 1:00:00 PM","0.15","0.99","30.78","GEOID12A  "
"CRMS5035-H01","8/10/2016 2:00:00 PM","0.15","1.06","30.77","GEOID12A  "
"CRMS5035-H01","8/10/2016 3:00:00 PM","0.15","1.02","30.85","GEOID12A  "
"CRMS5035-H01","8/10/2016 4:00:00 PM","0.15","1.01","30.86","GEOID12A  "
"CRMS5035-H01","8/10/2016 5:00:00 PM","0.15","0.95","30.95","GEOID12A  "
"CRMS5035-H01","8/10/2016 6:00:00 PM","0.15","0.97","30.97","GEOID12A  "
"CRMS5035-H01","8/10/2016 7:00:00 PM","0.15","0.92","30.93","GEOID12A  "
"CRMS5035-H01","8/10/2016 8:00:00 PM","0.15","0.89","30.92","GEOID12A  "
"CRMS5035-H01","8/10/2016 9:00:00 PM","0.15","0.86","30.86","GEOID12A  "
"CRMS5035-H01","8/10/2016 10:00:00 PM","0.16","0.89","30.81","GEOID12A  "
"CRMS5035-H01","8/10/2016 11:00:00 PM","0.16","0.87","30.78","GEOID12A  "
"CRMS5035-H01","8/11/2016 12:00:00 AM","0.16","0.88","30.81","GEOID12A  "
"CRMS5035-H01","8/11/2016 1:00:00 AM","0.16","0.87","30.86","GEOID12A  "
"CRMS5035-H01","8/11/2016 2:00:00 AM","0.16","0.84","30.79","GEOID12A  "
"CRMS5035-H01","8/11/2016 3:00:00 AM","0.16","0.91","30.75","GEOID12A  "
"CRMS5035-H01","8/11/2016 4:00:00 AM","0.16","0.94","30.61","GEOID12A  "
"CRMS5035-H01","8/11/2016 5:00:00 AM","0.16","1","30.36","GEOID12A  "
"CRMS5035-H01","8/11/2016 6:00:00 AM","0.15","1.02","30.25","GEOID12A  "
"CRMS5035-H01","8/11/2016 7:00:00 AM","0.15","1.04","29.97","GEOID12A  "
"CRMS5035-H01","8/11/2016 8:00:00 AM","0.15","1.06","29.76","GEOID12A  "
"CRMS5035-H01","8/11/2016 9:00:00 AM","0.14","1.13","29.68","GEOID12A  "
"CRMS5035-H01","8/11/2016 10:00:00 AM","0.14","1.21","29.81","GEOID12A  "
"CRMS5035-H01","8/11/2016 11:00:00 AM","0.14","1.13","29.76","GEOID12A  "
"CRMS5035-H01","8/11/2016 12:00:00 PM","0.14","1.15","29.7","GEOID12A  "
"CRMS5035-H01","8/11/2016 1:00:00 PM","0.14","1.17","29.76","GEOID12A  "
"CRMS5035-H01","8/11/2016 2:00:00 PM","0.15","1.16","29.93","GEOID12A  "
"CRMS5035-H01","8/11/2016 3:00:00 PM","0.15","1.09","30.07","GEOID12A  "
"CRMS5035-H01","8/11/2016 4:00:00 PM","0.15","1.08","30.29","GEOID12A  "
"CRMS5035-H01","8/11/2016 5:00:00 PM","0.15","1.05","30.27","GEOID12A  "
"CRMS5035-H01","8/11/2016 6:00:00 PM","0.15","1.04","30.21","GEOID12A  "
"CRMS5035-H01","8/11/2016 7:00:00 PM","0.15","1.06","30.27","GEOID12A  "
"CRMS5035-H01","8/11/2016 8:00:00 PM","0.15","1.03","30.27","GEOID12A  "
"CRMS5035-H01","8/11/2016 9:00:00 PM","0.15","1.08","30.27","GEOID12A  "
"CRMS5035-H01","8/11/2016 10:00:00 PM","0.15","1.08","30.17","GEOID12A  "
"CRMS5035-H01","8/11/2016 11:00:00 PM","0.15","1.03","30.09","GEOID12A  "
"CRMS5035-H01","8/12/2016 12:00:00 AM","0.15","1.07","30.07","GEOID12A  "
"CRMS5035-H01","8/12/2016 1:00:00 AM","0.15","1.02","30.05","GEOID12A  "
"CRMS5035-H01","8/12/2016 2:00:00 AM","0.15","1.05","30.06","GEOID12A  "
"CRMS5035-H01","8/12/2016 3:00:00 AM","0.15","1.09","30","GEOID12A  "
"CRMS5035-H01","8/12/2016 4:00:00 AM","0.15","1.18","29.74","GEOID12A  "
"CRMS5035-H01","8/12/2016 5:00:00 AM","0.15","1.32","29.3","GEOID12A  "
"CRMS5035-H01","8/12/2016 6:00:00 AM","0.14","1.27","29.05","GEOID12A  "
"CRMS5035-H01","8/12/2016 7:00:00 AM","0.13","1.32","28.92","GEOID12A  "
"CRMS5035-H01","8/12/2016 8:00:00 AM","0.14","1.39","28.82","GEOID12A  "
"CRMS5035-H01","8/12/2016 9:00:00 AM","0.14","1.41","28.75","GEOID12A  "
"CRMS5035-H01","8/12/2016 10:00:00 AM","0.14","1.37","28.4","GEOID12A  "
"CRMS5035-H01","8/12/2016 11:00:00 AM","0.14","1.43","28.38","GEOID12A  "
"CRMS5035-H01","8/12/2016 12:00:00 PM","0.14","1.43","28.41","GEOID12A  "
"CRMS5035-H01","8/12/2016 1:00:00 PM","0.14","1.38","28.41","GEOID12A  "
"CRMS5035-H01","8/12/2016 2:00:00 PM","0.14","1.38","28.34","GEOID12A  "
"CRMS5035-H01","8/12/2016 3:00:00 PM","0.14","1.35","28.2","GEOID12A  "
"CRMS5035-H01","8/12/2016 4:00:00 PM","0.13","1.37","28.19","GEOID12A  "
"CRMS5035-H01","8/12/2016 5:00:00 PM","0.13","1.33","28.26","GEOID12A  "
"CRMS5035-H01","8/12/2016 6:00:00 PM","0.13","1.32","28.32","GEOID12A  "
"CRMS5035-H01","8/12/2016 7:00:00 PM","0.13","1.31","28.18","GEOID12A  "
"CRMS5035-H01","8/12/2016 8:00:00 PM","0.13","1.31","28.32","GEOID12A  "
"CRMS5035-H01","8/12/2016 9:00:00 PM","0.13","1.25","28.24","GEOID12A  "
"CRMS5035-H01","8/12/2016 10:00:00 PM","0.14","1.33","28.47","GEOID12A  "
"CRMS5035-H01","8/12/2016 11:00:00 PM","0.14","1.33","28.42","GEOID12A  "
"CRMS5035-H01","8/13/2016 12:00:00 AM","0.14","1.32","28.35","GEOID12A  "
"CRMS5035-H01","8/13/2016 1:00:00 AM","0.14","1.37","28.26","GEOID12A  "
"CRMS5035-H01","8/13/2016 2:00:00 AM","0.14","1.41","28.15","GEOID12A  "
"CRMS5035-H01","8/13/2016 3:00:00 AM","0.14","1.45","28","GEOID12A  "
"CRMS5035-H01","8/13/2016 4:00:00 AM","0.14","1.5","27.9","GEOID12A  "
"CRMS5035-H01","8/13/2016 5:00:00 AM","0.14","1.56","27.8","GEOID12A  "
"CRMS5035-H01","8/13/2016 6:00:00 AM","0.14","1.57","27.71","GEOID12A  "
"CRMS5035-H01","8/13/2016 7:00:00 AM","0.13","1.59","27.46","GEOID12A  "
"CRMS5035-H01","8/13/2016 8:00:00 AM","0.14","1.67","27.52","GEOID12A  "
"CRMS5035-H01","8/13/2016 9:00:00 AM","0.15","1.7","27.61","GEOID12A  "
"CRMS5035-H01","8/13/2016 10:00:00 AM","0.15","1.75","27.56","GEOID12A  "
"CRMS5035-H01","8/13/2016 11:00:00 AM","0.15","1.76","27.55","GEOID12A  "
"CRMS5035-H01","8/13/2016 12:00:00 PM","0.15","1.84","27.55","GEOID12A  "
"CRMS5035-H01","8/13/2016 1:00:00 PM","0.14","1.82","27.38","GEOID12A  "
"CRMS5035-H01","8/13/2016 2:00:00 PM","0.14","1.82","27.36","GEOID12A  "
"CRMS5035-H01","8/13/2016 3:00:00 PM","0.14","1.86","27.35","GEOID12A  "
"CRMS5035-H01","8/13/2016 4:00:00 PM","0.14","1.84","27.1","GEOID12A  "
"CRMS5035-H01","8/13/2016 5:00:00 PM","0.14","1.83","26.93","GEOID12A  "
"CRMS5035-H01","8/13/2016 6:00:00 PM","0.13","1.83","26.91","GEOID12A  "
"CRMS5035-H01","8/13/2016 7:00:00 PM","0.13","1.78","26.65","GEOID12A  "
"CRMS5035-H01","8/13/2016 8:00:00 PM","0.14","1.71","26.51","GEOID12A  "
"CRMS5035-H01","8/13/2016 9:00:00 PM","0.13","1.73","26.52","GEOID12A  "
"CRMS5035-H01","8/13/2016 10:00:00 PM","0.13","1.62","26.66","GEOID12A  "
"CRMS5035-H01","8/13/2016 11:00:00 PM","0.12","1.66","26.52","GEOID12A  "
"CRMS5035-H01","8/14/2016 12:00:00 AM","0.12","1.63","26.44","GEOID12A  "
"CRMS5035-H01","8/14/2016 1:00:00 AM","0.12","1.62","26.57","GEOID12A  "
"CRMS5035-H01","8/14/2016 2:00:00 AM","0.12","1.62","26.63","GEOID12A  "
"CRMS5035-H01","8/14/2016 3:00:00 AM","0.13","1.61","26.69","GEOID12A  "
"CRMS5035-H01","8/14/2016 4:00:00 AM","0.13","1.67","26.35","GEOID12A  "
"CRMS5035-H01","8/14/2016 5:00:00 AM","0.13","1.7","26.42","GEOID12A  "
"CRMS5035-H01","8/14/2016 6:00:00 AM","0.13","1.75","26.45","GEOID12A  "
"CRMS5035-H01","8/14/2016 7:00:00 AM","0.13","1.77","26.33","GEOID12A  "
"CRMS5035-H01","8/14/2016 8:00:00 AM","0.13","1.83","26.33","GEOID12A  "
"CRMS5035-H01","8/14/2016 9:00:00 AM","0.13","1.78","26.59","GEOID12A  "
"CRMS5035-H01","8/14/2016 10:00:00 AM","0.14","1.78","26.91","GEOID12A  "
"CRMS5035-H01","8/14/2016 11:00:00 AM","0.14","1.75","26.89","GEOID12A  "
"CRMS5035-H01","8/14/2016 12:00:00 PM","0.14","1.76","27.02","GEOID12A  "
