Station_ID,MonDate,Salinity,Water_Level,Water_Temperature,GEOID
"CRMS0324-H01","8/1/2016 12:00:00 AM","0.15","1.15","30.09","GEOID12A  "
"CRMS0324-H01","8/1/2016 1:00:00 AM","0.14","1.15","30","GEOID12A  "
"CRMS0324-H01","8/1/2016 2:00:00 AM","0.14","1.14","29.92","GEOID12A  "
"CRMS0324-H01","8/1/2016 3:00:00 AM","0.14","1.13","29.84","GEOID12A  "
"CRMS0324-H01","8/1/2016 4:00:00 AM","0.14","1.12","29.78","GEOID12A  "
"CRMS0324-H01","8/1/2016 5:00:00 AM","0.14","1.11","29.77","GEOID12A  "
"CRMS0324-H01","8/1/2016 6:00:00 AM","0.14","1.1","29.73","GEOID12A  "
"CRMS0324-H01","8/1/2016 7:00:00 AM","0.14","1.1","29.72","GEOID12A  "
"CRMS0324-H01","8/1/2016 8:00:00 AM","0.13","1.09","29.9","GEOID12A  "
"CRMS0324-H01","8/1/2016 9:00:00 AM","0.13","1.09","30.13","GEOID12A  "
"CRMS0324-H01","8/1/2016 10:00:00 AM","0.13","1.09","30.2","GEOID12A  "
"CRMS0324-H01","8/1/2016 11:00:00 AM","0.13","1.1","30.32","GEOID12A  "
"CRMS0324-H01","8/1/2016 12:00:00 PM","0.13","1.1","30.25","GEOID12A  "
"CRMS0324-H01","8/1/2016 1:00:00 PM","0.13","1.11","30.32","GEOID12A  "
"CRMS0324-H01","8/1/2016 2:00:00 PM","0.14","1.11","30.44","GEOID12A  "
"CRMS0324-H01","8/1/2016 3:00:00 PM","0.14","1.11","30.63","GEOID12A  "
"CRMS0324-H01","8/1/2016 4:00:00 PM","0.14","1.12","30.66","GEOID12A  "
"CRMS0324-H01","8/1/2016 5:00:00 PM","0.14","1.12","30.76","GEOID12A  "
"CRMS0324-H01","8/1/2016 6:00:00 PM","0.14","1.11","30.71","GEOID12A  "
"CRMS0324-H01","8/1/2016 7:00:00 PM","0.14","1.12","30.66","GEOID12A  "
"CRMS0324-H01","8/1/2016 8:00:00 PM","0.13","1.12","30.63","GEOID12A  "
"CRMS0324-H01","8/1/2016 9:00:00 PM","0.13","1.11","30.56","GEOID12A  "
"CRMS0324-H01","8/1/2016 10:00:00 PM","0.13","1.11","30.51","GEOID12A  "
"CRMS0324-H01","8/1/2016 11:00:00 PM","0.13","1.11","30.46","GEOID12A  "
"CRMS0324-H01","8/2/2016 12:00:00 AM","0.13","1.1","30.39","GEOID12A  "
"CRMS0324-H01","8/2/2016 1:00:00 AM","0.13","1.1","30.35","GEOID12A  "
"CRMS0324-H01","8/2/2016 2:00:00 AM","0.13","1.09","30.31","GEOID12A  "
"CRMS0324-H01","8/2/2016 3:00:00 AM","0.13","1.08","30.26","GEOID12A  "
"CRMS0324-H01","8/2/2016 4:00:00 AM","0.13","1.07","30.18","GEOID12A  "
"CRMS0324-H01","8/2/2016 5:00:00 AM","0.14","1.06","30.23","GEOID12A  "
"CRMS0324-H01","8/2/2016 6:00:00 AM","0.15","1.05","30.18","GEOID12A  "
"CRMS0324-H01","8/2/2016 7:00:00 AM","0.14","1.04","30.2","GEOID12A  "
"CRMS0324-H01","8/2/2016 8:00:00 AM","0.15","1.04","30.27","GEOID12A  "
"CRMS0324-H01","8/2/2016 9:00:00 AM","0.15","1.03","30.5","GEOID12A  "
"CRMS0324-H01","8/2/2016 10:00:00 AM","0.16","1.03","30.69","GEOID12A  "
"CRMS0324-H01","8/2/2016 11:00:00 AM","0.14","1.04","30.88","GEOID12A  "
"CRMS0324-H01","8/2/2016 12:00:00 PM","0.13","1.04","31.09","GEOID12A  "
"CRMS0324-H01","8/2/2016 1:00:00 PM","0.13","1.04","31.19","GEOID12A  "
"CRMS0324-H01","8/2/2016 2:00:00 PM","0.12","1.06","31.28","GEOID12A  "
"CRMS0324-H01","8/2/2016 3:00:00 PM","0.12","1.06","31.29","GEOID12A  "
"CRMS0324-H01","8/2/2016 4:00:00 PM","0.13","1.07","31.34","GEOID12A  "
"CRMS0324-H01","8/2/2016 5:00:00 PM","0.13","1.08","31.28","GEOID12A  "
"CRMS0324-H01","8/2/2016 6:00:00 PM","0.13","1.08","31.3","GEOID12A  "
"CRMS0324-H01","8/2/2016 7:00:00 PM","0.13","1.09","31.27","GEOID12A  "
"CRMS0324-H01","8/2/2016 8:00:00 PM","0.13","1.09","31.18","GEOID12A  "
"CRMS0324-H01","8/2/2016 9:00:00 PM","0.12","1.09","31.17","GEOID12A  "
"CRMS0324-H01","8/2/2016 10:00:00 PM","0.12","1.09","31.22","GEOID12A  "
"CRMS0324-H01","8/2/2016 11:00:00 PM","0.12","1.09","31.12","GEOID12A  "
"CRMS0324-H01","8/3/2016 12:00:00 AM","0.12","1.09","31.1","GEOID12A  "
"CRMS0324-H01","8/3/2016 1:00:00 AM","0.12","1.08","30.99","GEOID12A  "
"CRMS0324-H01","8/3/2016 2:00:00 AM","0.12","1.07","30.97","GEOID12A  "
"CRMS0324-H01","8/3/2016 3:00:00 AM","0.12","1.06","30.86","GEOID12A  "
"CRMS0324-H01","8/3/2016 4:00:00 AM","0.12","1.05","30.78","GEOID12A  "
"CRMS0324-H01","8/3/2016 5:00:00 AM","0.12","1.04","30.83","GEOID12A  "
"CRMS0324-H01","8/3/2016 6:00:00 AM","0.12","1.03","30.76","GEOID12A  "
"CRMS0324-H01","8/3/2016 7:00:00 AM","0.12","1.02","30.74","GEOID12A  "
"CRMS0324-H01","8/3/2016 8:00:00 AM","0.12","1.01","30.72","GEOID12A  "
"CRMS0324-H01","8/3/2016 9:00:00 AM","0.12","1.02","30.58","GEOID12A  "
"CRMS0324-H01","8/3/2016 10:00:00 AM","0.11","1.03","30.56","GEOID12A  "
"CRMS0324-H01","8/3/2016 11:00:00 AM","0.11","1.02","30.53","GEOID12A  "
"CRMS0324-H01","8/3/2016 12:00:00 PM","0.11","1.03","30.47","GEOID12A  "
"CRMS0324-H01","8/3/2016 1:00:00 PM","0.11","1.04","30.37","GEOID12A  "
"CRMS0324-H01","8/3/2016 2:00:00 PM","0.11","1.06","30.4","GEOID12A  "
"CRMS0324-H01","8/3/2016 3:00:00 PM","0.11","1.07","30.52","GEOID12A  "
"CRMS0324-H01","8/3/2016 4:00:00 PM","0.11","1.07","30.52","GEOID12A  "
"CRMS0324-H01","8/3/2016 5:00:00 PM","0.11","1.07","30.51","GEOID12A  "
"CRMS0324-H01","8/3/2016 6:00:00 PM","0.11","1.07","30.53","GEOID12A  "
"CRMS0324-H01","8/3/2016 7:00:00 PM","0.11","1.06","30.48","GEOID12A  "
"CRMS0324-H01","8/3/2016 8:00:00 PM","0.12","1.06","30.45","GEOID12A  "
"CRMS0324-H01","8/3/2016 9:00:00 PM","0.12","1.06","30.46","GEOID12A  "
"CRMS0324-H01","8/3/2016 10:00:00 PM","0.12","1.06","30.43","GEOID12A  "
"CRMS0324-H01","8/3/2016 11:00:00 PM","0.12","1.07","30.38","GEOID12A  "
"CRMS0324-H01","8/4/2016 12:00:00 AM","0.13","1.06","30.36","GEOID12A  "
"CRMS0324-H01","8/4/2016 1:00:00 AM","0.12","1.06","30.3","GEOID12A  "
"CRMS0324-H01","8/4/2016 2:00:00 AM","0.12","1.06","30.28","GEOID12A  "
"CRMS0324-H01","8/4/2016 3:00:00 AM","0.12","1.05","30.25","GEOID12A  "
"CRMS0324-H01","8/4/2016 4:00:00 AM","0.11","1.04","30.21","GEOID12A  "
"CRMS0324-H01","8/4/2016 5:00:00 AM","0.11","1.04","30.17","GEOID12A  "
"CRMS0324-H01","8/4/2016 6:00:00 AM","0.12","1.03","30.14","GEOID12A  "
"CRMS0324-H01","8/4/2016 7:00:00 AM","0.12","1.02","30.12","GEOID12A  "
"CRMS0324-H01","8/4/2016 8:00:00 AM","0.12","1.01","30.17","GEOID12A  "
"CRMS0324-H01","8/4/2016 9:00:00 AM","0.12","1","30.37","GEOID12A  "
"CRMS0324-H01","8/4/2016 10:00:00 AM","0.12","1","30.53","GEOID12A  "
"CRMS0324-H01","8/4/2016 11:00:00 AM","0.12","1.01","30.72","GEOID12A  "
"CRMS0324-H01","8/4/2016 12:00:00 PM","0.12","1.02","30.93","GEOID12A  "
"CRMS0324-H01","8/4/2016 1:00:00 PM","0.11","1.02","31.08","GEOID12A  "
"CRMS0324-H01","8/4/2016 2:00:00 PM","0.11","1.04","31.14","GEOID12A  "
"CRMS0324-H01","8/4/2016 3:00:00 PM","0.11","1.04","31.15","GEOID12A  "
"CRMS0324-H01","8/4/2016 4:00:00 PM","0.11","1.05","31.26","GEOID12A  "
"CRMS0324-H01","8/4/2016 5:00:00 PM","0.11","1.05","31.18","GEOID12A  "
"CRMS0324-H01","8/4/2016 6:00:00 PM","0.11","1.07","31.05","GEOID12A  "
"CRMS0324-H01","8/4/2016 7:00:00 PM","0.1","1.11","30.94","GEOID12A  "
"CRMS0324-H01","8/4/2016 8:00:00 PM","0.1","1.08","30.88","GEOID12A  "
"CRMS0324-H01","8/4/2016 9:00:00 PM","0.1","1.08","30.83","GEOID12A  "
"CRMS0324-H01","8/4/2016 10:00:00 PM","0.1","1.11","30.75","GEOID12A  "
"CRMS0324-H01","8/4/2016 11:00:00 PM","0.1","1.11","30.68","GEOID12A  "
"CRMS0324-H01","8/5/2016 12:00:00 AM","0.1","1.11","30.65","GEOID12A  "
"CRMS0324-H01","8/5/2016 1:00:00 AM","0.1","1.12","30.65","GEOID12A  "
"CRMS0324-H01","8/5/2016 2:00:00 AM","0.1","1.12","30.63","GEOID12A  "
"CRMS0324-H01","8/5/2016 3:00:00 AM","0.1","1.11","30.62","GEOID12A  "
"CRMS0324-H01","8/5/2016 4:00:00 AM","0.11","1.11","30.56","GEOID12A  "
"CRMS0324-H01","8/5/2016 5:00:00 AM","0.11","1.1","30.5","GEOID12A  "
"CRMS0324-H01","8/5/2016 6:00:00 AM","0.11","1.09","30.47","GEOID12A  "
"CRMS0324-H01","8/5/2016 7:00:00 AM","0.11","1.08","30.46","GEOID12A  "
"CRMS0324-H01","8/5/2016 8:00:00 AM","0.11","1.08","30.44","GEOID12A  "
"CRMS0324-H01","8/5/2016 9:00:00 AM","0.11","1.07","30.67","GEOID12A  "
"CRMS0324-H01","8/5/2016 10:00:00 AM","0.11","1.06","30.86","GEOID12A  "
"CRMS0324-H01","8/5/2016 11:00:00 AM","0.11","1.06","31.05","GEOID12A  "
"CRMS0324-H01","8/5/2016 12:00:00 PM","0.11","1.07","31.18","GEOID12A  "
"CRMS0324-H01","8/5/2016 1:00:00 PM","0.11","1.08","31.28","GEOID12A  "
"CRMS0324-H01","8/5/2016 2:00:00 PM","0.12","1.09","31.3","GEOID12A  "
"CRMS0324-H01","8/5/2016 3:00:00 PM","0.12","1.17","30.98","GEOID12A  "
"CRMS0324-H01","8/5/2016 4:00:00 PM","0.13","1.16","30.97","GEOID12A  "
"CRMS0324-H01","8/5/2016 5:00:00 PM","0.13","1.14","30.91","GEOID12A  "
"CRMS0324-H01","8/5/2016 6:00:00 PM","0.13","1.14","30.86","GEOID12A  "
"CRMS0324-H01","8/5/2016 7:00:00 PM","0.13","1.13","30.73","GEOID12A  "
"CRMS0324-H01","8/5/2016 8:00:00 PM","0.13","1.12","30.7","GEOID12A  "
"CRMS0324-H01","8/5/2016 9:00:00 PM","0.13","1.12","30.62","GEOID12A  "
"CRMS0324-H01","8/5/2016 10:00:00 PM","0.13","1.12","30.54","GEOID12A  "
"CRMS0324-H01","8/5/2016 11:00:00 PM","0.12","1.12","30.5","GEOID12A  "
"CRMS0324-H01","8/6/2016 12:00:00 AM","0.12","1.12","30.51","GEOID12A  "
"CRMS0324-H01","8/6/2016 1:00:00 AM","0.12","1.12","30.51","GEOID12A  "
"CRMS0324-H01","8/6/2016 2:00:00 AM","0.11","1.12","30.52","GEOID12A  "
"CRMS0324-H01","8/6/2016 3:00:00 AM","0.11","1.11","30.51","GEOID12A  "
"CRMS0324-H01","8/6/2016 4:00:00 AM","0.11","1.1","30.46","GEOID12A  "
"CRMS0324-H01","8/6/2016 5:00:00 AM","0.11","1.1","30.36","GEOID12A  "
"CRMS0324-H01","8/6/2016 6:00:00 AM","0.11","1.09","30.3","GEOID12A  "
"CRMS0324-H01","8/6/2016 7:00:00 AM","0.11","1.08","30.25","GEOID12A  "
"CRMS0324-H01","8/6/2016 8:00:00 AM","0.11","1.08","30.23","GEOID12A  "
"CRMS0324-H01","8/6/2016 9:00:00 AM","0.11","1.07","30.54","GEOID12A  "
"CRMS0324-H01","8/6/2016 10:00:00 AM","0.11","1.07","30.73","GEOID12A  "
"CRMS0324-H01","8/6/2016 11:00:00 AM","0.11","1.06","30.96","GEOID12A  "
"CRMS0324-H01","8/6/2016 12:00:00 PM","0.11","1.06","31.22","GEOID12A  "
"CRMS0324-H01","8/6/2016 1:00:00 PM","0.11","1.06","31.33","GEOID12A  "
"CRMS0324-H01","8/6/2016 2:00:00 PM","0.11","1.06","31.46","GEOID12A  "
"CRMS0324-H01","8/6/2016 3:00:00 PM","0.11","1.06","31.48","GEOID12A  "
"CRMS0324-H01","8/6/2016 4:00:00 PM","0.11","1.07","31.37","GEOID12A  "
"CRMS0324-H01","8/6/2016 5:00:00 PM","0.12","1.09","31.58","GEOID12A  "
"CRMS0324-H01","8/6/2016 6:00:00 PM","0.12","1.08","31.51","GEOID12A  "
"CRMS0324-H01","8/6/2016 7:00:00 PM","0.12","1.06","31.4","GEOID12A  "
"CRMS0324-H01","8/6/2016 8:00:00 PM","0.12","1.06","31.25","GEOID12A  "
"CRMS0324-H01","8/6/2016 9:00:00 PM","0.12","1.07","31.19","GEOID12A  "
"CRMS0324-H01","8/6/2016 10:00:00 PM","0.12","1.04","31.11","GEOID12A  "
"CRMS0324-H01","8/6/2016 11:00:00 PM","0.12","1.06","30.96","GEOID12A  "
"CRMS0324-H01","8/7/2016 12:00:00 AM","0.12","1.06","30.9","GEOID12A  "
"CRMS0324-H01","8/7/2016 1:00:00 AM","0.12","1.04","30.84","GEOID12A  "
"CRMS0324-H01","8/7/2016 2:00:00 AM","0.12","1.05","30.81","GEOID12A  "
"CRMS0324-H01","8/7/2016 3:00:00 AM","0.12","1.04","30.8","GEOID12A  "
"CRMS0324-H01","8/7/2016 4:00:00 AM","0.12","1.04","30.78","GEOID12A  "
"CRMS0324-H01","8/7/2016 5:00:00 AM","0.12","1.03","30.66","GEOID12A  "
"CRMS0324-H01","8/7/2016 6:00:00 AM","0.12","1.03","30.62","GEOID12A  "
"CRMS0324-H01","8/7/2016 7:00:00 AM","0.12","1.02","30.6","GEOID12A  "
"CRMS0324-H01","8/7/2016 8:00:00 AM","0.12","1.01","30.62","GEOID12A  "
"CRMS0324-H01","8/7/2016 9:00:00 AM","0.12","0.99","30.75","GEOID12A  "
"CRMS0324-H01","8/7/2016 10:00:00 AM","0.12","0.99","30.87","GEOID12A  "
"CRMS0324-H01","8/7/2016 11:00:00 AM","0.12","0.98","31.03","GEOID12A  "
"CRMS0324-H01","8/7/2016 12:00:00 PM","0.12","0.98","31.11","GEOID12A  "
"CRMS0324-H01","8/7/2016 1:00:00 PM","0.12","0.98","31.23","GEOID12A  "
"CRMS0324-H01","8/7/2016 2:00:00 PM","0.12","1.01","31.21","GEOID12A  "
"CRMS0324-H01","8/7/2016 3:00:00 PM","0.11","1.12","30.76","GEOID12A  "
"CRMS0324-H01","8/7/2016 4:00:00 PM","0.12","1.09","30.89","GEOID12A  "
"CRMS0324-H01","8/7/2016 5:00:00 PM","0.12","1.07","30.81","GEOID12A  "
"CRMS0324-H01","8/7/2016 6:00:00 PM","0.12","1.07","30.78","GEOID12A  "
"CRMS0324-H01","8/7/2016 7:00:00 PM","0.12","1.06","30.72","GEOID12A  "
"CRMS0324-H01","8/7/2016 8:00:00 PM","0.12","1.05","30.65","GEOID12A  "
"CRMS0324-H01","8/7/2016 9:00:00 PM","0.12","1.05","30.48","GEOID12A  "
"CRMS0324-H01","8/7/2016 10:00:00 PM","0.12","1.04","30.46","GEOID12A  "
"CRMS0324-H01","8/7/2016 11:00:00 PM","0.12","1.04","30.5","GEOID12A  "
"CRMS0324-H01","8/8/2016 12:00:00 AM","0.12","1.03","30.6","GEOID12A  "
"CRMS0324-H01","8/8/2016 1:00:00 AM","0.13","1.03","30.65","GEOID12A  "
"CRMS0324-H01","8/8/2016 2:00:00 AM","0.13","0.99","30.63","GEOID12A  "
"CRMS0324-H01","8/8/2016 3:00:00 AM","0.13","1","30.53","GEOID12A  "
"CRMS0324-H01","8/8/2016 4:00:00 AM","0.12","1.02","30.38","GEOID12A  "
"CRMS0324-H01","8/8/2016 5:00:00 AM","0.12","1.01","30.35","GEOID12A  "
"CRMS0324-H01","8/8/2016 6:00:00 AM","0.12","1","30.27","GEOID12A  "
"CRMS0324-H01","8/8/2016 7:00:00 AM","0.12","1","30.21","GEOID12A  "
"CRMS0324-H01","8/8/2016 8:00:00 AM","0.12","0.98","30.18","GEOID12A  "
"CRMS0324-H01","8/8/2016 9:00:00 AM","0.12","0.98","30.22","GEOID12A  "
"CRMS0324-H01","8/8/2016 10:00:00 AM","0.12","0.98","30.54","GEOID12A  "
"CRMS0324-H01","8/8/2016 11:00:00 AM","0.12","0.98","30.86","GEOID12A  "
"CRMS0324-H01","8/8/2016 12:00:00 PM","0.12","0.96","31.08","GEOID12A  "
"CRMS0324-H01","8/8/2016 1:00:00 PM","0.12","0.95","31.23","GEOID12A  "
"CRMS0324-H01","8/8/2016 2:00:00 PM","0.12","0.94","31.31","GEOID12A  "
"CRMS0324-H01","8/8/2016 3:00:00 PM","0.12","0.94","31.31","GEOID12A  "
"CRMS0324-H01","8/8/2016 4:00:00 PM","0.12","0.93","31.33","GEOID12A  "
"CRMS0324-H01","8/8/2016 5:00:00 PM","0.12","0.93","31.33","GEOID12A  "
"CRMS0324-H01","8/8/2016 6:00:00 PM","0.12","0.93","31.33","GEOID12A  "
"CRMS0324-H01","8/8/2016 7:00:00 PM","0.12","0.93","31.28","GEOID12A  "
"CRMS0324-H01","8/8/2016 8:00:00 PM","0.12","0.92","31.27","GEOID12A  "
"CRMS0324-H01","8/8/2016 9:00:00 PM","0.12","0.92","31.23","GEOID12A  "
"CRMS0324-H01","8/8/2016 10:00:00 PM","0.13","0.91","31.1","GEOID12A  "
"CRMS0324-H01","8/8/2016 11:00:00 PM","0.13","0.9","31.09","GEOID12A  "
"CRMS0324-H01","8/9/2016 12:00:00 AM","0.13","0.89","31.05","GEOID12A  "
"CRMS0324-H01","8/9/2016 1:00:00 AM","0.13","0.88","30.95","GEOID12A  "
"CRMS0324-H01","8/9/2016 2:00:00 AM","0.13","0.88","30.97","GEOID12A  "
"CRMS0324-H01","8/9/2016 3:00:00 AM","0.13","0.87","31.01","GEOID12A  "
"CRMS0324-H01","8/9/2016 4:00:00 AM","0.13","0.87","30.96","GEOID12A  "
"CRMS0324-H01","8/9/2016 5:00:00 AM","0.13","0.86","30.93","GEOID12A  "
"CRMS0324-H01","8/9/2016 6:00:00 AM","0.13","0.85","30.8","GEOID12A  "
"CRMS0324-H01","8/9/2016 7:00:00 AM","0.13","0.84","30.75","GEOID12A  "
"CRMS0324-H01","8/9/2016 8:00:00 AM","0.13","0.83","30.82","GEOID12A  "
"CRMS0324-H01","8/9/2016 9:00:00 AM","0.13","0.83","31.03","GEOID12A  "
"CRMS0324-H01","8/9/2016 10:00:00 AM","0.13","0.82","31.24","GEOID12A  "
"CRMS0324-H01","8/9/2016 11:00:00 AM","0.13","0.81","31.42","GEOID12A  "
"CRMS0324-H01","8/9/2016 12:00:00 PM","0.13","0.8","31.61","GEOID12A  "
"CRMS0324-H01","8/9/2016 1:00:00 PM","0.13","0.81","31.68","GEOID12A  "
"CRMS0324-H01","8/9/2016 2:00:00 PM","0.13","0.81","31.63","GEOID12A  "
"CRMS0324-H01","8/9/2016 3:00:00 PM","0.13","0.82","31.64","GEOID12A  "
"CRMS0324-H01","8/9/2016 4:00:00 PM","0.13","0.83","31.74","GEOID12A  "
"CRMS0324-H01","8/9/2016 5:00:00 PM","0.13","0.84","31.82","GEOID12A  "
"CRMS0324-H01","8/9/2016 6:00:00 PM","0.13","0.84","31.8","GEOID12A  "
"CRMS0324-H01","8/9/2016 7:00:00 PM","0.13","0.82","31.71","GEOID12A  "
"CRMS0324-H01","8/9/2016 8:00:00 PM","0.13","0.83","31.6","GEOID12A  "
"CRMS0324-H01","8/9/2016 9:00:00 PM","0.13","0.83","31.51","GEOID12A  "
"CRMS0324-H01","8/9/2016 10:00:00 PM","0.13","0.82","31.47","GEOID12A  "
"CRMS0324-H01","8/9/2016 11:00:00 PM","0.13","0.8","31.4","GEOID12A  "
"CRMS0324-H01","8/10/2016 12:00:00 AM","0.14","0.79","31.33","GEOID12A  "
"CRMS0324-H01","8/10/2016 1:00:00 AM","0.14","0.79","31.32","GEOID12A  "
"CRMS0324-H01","8/10/2016 2:00:00 AM","0.14","0.78","31.27","GEOID12A  "
"CRMS0324-H01","8/10/2016 3:00:00 AM","0.14","0.79","31.22","GEOID12A  "
"CRMS0324-H01","8/10/2016 4:00:00 AM","0.14","0.79","31.14","GEOID12A  "
"CRMS0324-H01","8/10/2016 5:00:00 AM","0.14","0.79","31.08","GEOID12A  "
"CRMS0324-H01","8/10/2016 6:00:00 AM","0.14","0.79","30.98","GEOID12A  "
"CRMS0324-H01","8/10/2016 7:00:00 AM","0.14","0.78","31.04","GEOID12A  "
"CRMS0324-H01","8/10/2016 8:00:00 AM","0.15","0.78","31.16","GEOID12A  "
"CRMS0324-H01","8/10/2016 9:00:00 AM","0.15","0.77","31.38","GEOID12A  "
"CRMS0324-H01","8/10/2016 10:00:00 AM","0.15","0.77","31.41","GEOID12A  "
"CRMS0324-H01","8/10/2016 11:00:00 AM","0.15","0.78","31.46","GEOID12A  "
"CRMS0324-H01","8/10/2016 12:00:00 PM","0.15","0.78","31.57","GEOID12A  "
"CRMS0324-H01","8/10/2016 1:00:00 PM","0.15","0.8","31.57","GEOID12A  "
"CRMS0324-H01","8/10/2016 2:00:00 PM","0.15","0.97","31.27","GEOID12A  "
"CRMS0324-H01","8/10/2016 3:00:00 PM","0.15","1.01","31.07","GEOID12A  "
"CRMS0324-H01","8/10/2016 4:00:00 PM","0.16","0.99","31.28","GEOID12A  "
"CRMS0324-H01","8/10/2016 5:00:00 PM","0.16","1","31.31","GEOID12A  "
"CRMS0324-H01","8/10/2016 6:00:00 PM","0.16","1.02","31.26","GEOID12A  "
"CRMS0324-H01","8/10/2016 7:00:00 PM","0.16","1.02","31.2","GEOID12A  "
"CRMS0324-H01","8/10/2016 8:00:00 PM","0.16","1.04","31.15","GEOID12A  "
"CRMS0324-H01","8/10/2016 9:00:00 PM","0.16","1.04","31.15","GEOID12A  "
"CRMS0324-H01","8/10/2016 10:00:00 PM","0.16","1.04","31.13","GEOID12A  "
"CRMS0324-H01","8/10/2016 11:00:00 PM","0.17","1.04","31.08","GEOID12A  "
"CRMS0324-H01","8/11/2016 12:00:00 AM","0.17","1.04","30.99","GEOID12A  "
"CRMS0324-H01","8/11/2016 1:00:00 AM","0.18","1.04","30.89","GEOID12A  "
"CRMS0324-H01","8/11/2016 2:00:00 AM","0.18","1.04","30.78","GEOID12A  "
"CRMS0324-H01","8/11/2016 3:00:00 AM","0.17","1.04","30.6","GEOID12A  "
"CRMS0324-H01","8/11/2016 4:00:00 AM","0.17","1.04","30.48","GEOID12A  "
"CRMS0324-H01","8/11/2016 5:00:00 AM","0.17","1.03","30.38","GEOID12A  "
"CRMS0324-H01","8/11/2016 6:00:00 AM","0.17","1.05","30.27","GEOID12A  "
"CRMS0324-H01","8/11/2016 7:00:00 AM","0.17","1.05","30.2","GEOID12A  "
"CRMS0324-H01","8/11/2016 8:00:00 AM","0.17","1.06","30.12","GEOID12A  "
"CRMS0324-H01","8/11/2016 9:00:00 AM","0.17","1.08","30.05","GEOID12A  "
"CRMS0324-H01","8/11/2016 10:00:00 AM","0.17","1.08","29.96","GEOID12A  "
"CRMS0324-H01","8/11/2016 11:00:00 AM","0.17","1.1","29.91","GEOID12A  "
"CRMS0324-H01","8/11/2016 12:00:00 PM","0.17","1.14","29.83","GEOID12A  "
"CRMS0324-H01","8/11/2016 1:00:00 PM","0.16","1.17","29.79","GEOID12A  "
"CRMS0324-H01","8/11/2016 2:00:00 PM","0.16","1.19","29.89","GEOID12A  "
"CRMS0324-H01","8/11/2016 3:00:00 PM","0.15","1.21","29.91","GEOID12A  "
"CRMS0324-H01","8/11/2016 4:00:00 PM","0.15","1.23","29.94","GEOID12A  "
"CRMS0324-H01","8/11/2016 5:00:00 PM","0.14","1.24","29.91","GEOID12A  "
"CRMS0324-H01","8/11/2016 6:00:00 PM","0.14","1.24","29.86","GEOID12A  "
"CRMS0324-H01","8/11/2016 7:00:00 PM","0.14","1.25","29.8","GEOID12A  "
"CRMS0324-H01","8/11/2016 8:00:00 PM","0.14","1.26","29.79","GEOID12A  "
"CRMS0324-H01","8/11/2016 9:00:00 PM","0.14","1.27","29.77","GEOID12A  "
"CRMS0324-H01","8/11/2016 10:00:00 PM","0.14","1.28","29.76","GEOID12A  "
"CRMS0324-H01","8/11/2016 11:00:00 PM","0.15","1.28","29.75","GEOID12A  "
"CRMS0324-H01","8/12/2016 12:00:00 AM","0.15","1.3","29.7","GEOID12A  "
"CRMS0324-H01","8/12/2016 1:00:00 AM","0.15","1.31","29.67","GEOID12A  "
"CRMS0324-H01","8/12/2016 2:00:00 AM","0.16","1.33","29.64","GEOID12A  "
"CRMS0324-H01","8/12/2016 3:00:00 AM","0.17","1.34","29.6","GEOID12A  "
"CRMS0324-H01","8/12/2016 4:00:00 AM","0.17","1.35","29.51","GEOID12A  "
"CRMS0324-H01","8/12/2016 5:00:00 AM","0.17","1.36","29.5","GEOID12A  "
"CRMS0324-H01","8/12/2016 6:00:00 AM","0.17","1.39","29.45","GEOID12A  "
"CRMS0324-H01","8/12/2016 7:00:00 AM","0.17","1.41","29.47","GEOID12A  "
"CRMS0324-H01","8/12/2016 8:00:00 AM","0.17","1.43","29.44","GEOID12A  "
"CRMS0324-H01","8/12/2016 9:00:00 AM","0.17","1.45","29.4","GEOID12A  "
"CRMS0324-H01","8/12/2016 10:00:00 AM","0.17","1.47","29.36","GEOID12A  "
"CRMS0324-H01","8/12/2016 11:00:00 AM","0.17","1.5","29.31","GEOID12A  "
"CRMS0324-H01","8/12/2016 12:00:00 PM","0.17","1.53","29.24","GEOID12A  "
"CRMS0324-H01","8/12/2016 1:00:00 PM","0.17","1.55","29.17","GEOID12A  "
"CRMS0324-H01","8/12/2016 2:00:00 PM","0.17","1.58","29.08","GEOID12A  "
"CRMS0324-H01","8/12/2016 3:00:00 PM","0.17","1.61","29.05","GEOID12A  "
"CRMS0324-H01","8/12/2016 4:00:00 PM","0.17","1.64","28.96","GEOID12A  "
"CRMS0324-H01","8/12/2016 5:00:00 PM","0.17","1.68","28.86","GEOID12A  "
"CRMS0324-H01","8/12/2016 6:00:00 PM","0.16","1.74","28.75","GEOID12A  "
"CRMS0324-H01","8/12/2016 7:00:00 PM","0.16","1.78","28.67","GEOID12A  "
"CRMS0324-H01","8/12/2016 8:00:00 PM","0.15","1.81","28.56","GEOID12A  "
"CRMS0324-H01","8/12/2016 9:00:00 PM","0.14","1.83","28.3","GEOID12A  "
"CRMS0324-H01","8/12/2016 10:00:00 PM","0.13","1.86","28.06","GEOID12A  "
"CRMS0324-H01","8/12/2016 11:00:00 PM","0.13","1.9","27.81","GEOID12A  "
"CRMS0324-H01","8/13/2016 12:00:00 AM","0.12","1.94","27.58","GEOID12A  "
"CRMS0324-H01","8/13/2016 1:00:00 AM","0.11","1.97","27.32","GEOID12A  "
"CRMS0324-H01","8/13/2016 2:00:00 AM","0.1","2.02","27.06","GEOID12A  "
