Station_ID,Longitude,Latitude
"CRMS0324-H01","-91.2330703735352","29.9905948638916"
"CRMS0403-H01","-91.1423263549805","29.7571449279785"
"CRMS0414-H01","-90.9436264038086","29.7002658843994"
"CRMS5035-H01","-91.0368270874023","29.6244869232178"
"CRMS5536-H01","-91.129768371582","29.9705448150635"
"CRMS5770-W01","-90.9050216674805","29.7582397460938"
